index,aria-level,title,id,href,parent,l0_id,l1_id,l2_id,l3_id,l4_id,l5_id,l6_id,l7_id,l8_id,l0_title,l1_title,l2_title,l3_title,l4_title,l5_title,l6_title,l7_title,l8_title
0,0,Service Cloud,service_cloud_leaf,/s/articleView?id=sf.service_cloud.htm&language=en_US&type=5,,service_cloud_leaf,,,,,,,,,Service Cloud,,,,,,,,
1,1,What’s Service?,service_cloud_def_leaf,/s/articleView?id=sf.service_cloud_def.htm&language=en_US&type=5,service_cloud_leaf,service_cloud_leaf,service_cloud_def_leaf,,,,,,,,Service Cloud,What’s Service?,,,,,,,
2,1,Set Up Service Cloud Basics,support_admins_intro_leaf,/s/articleView?id=sf.support_admins_intro.htm&language=en_US&type=5,service_cloud_leaf,service_cloud_leaf,support_admins_intro_leaf,,,,,,,,Service Cloud,Set Up Service Cloud Basics,,,,,,,
3,2,Service Setup Assistant,console_lex_service_setup_leaf,/s/articleView?id=sf.console_lex_service_setup.htm&language=en_US&type=5,support_admins_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,console_lex_service_setup_leaf,,,,,,,Service Cloud,Set Up Service Cloud Basics,Service Setup Assistant,,,,,,
4,3,Service Setup Assistant Features,console_lex_update_service_setup_assistant_leaf,/s/articleView?id=sf.console_lex_update_service_setup_assistant.htm&language=en_US&type=5,console_lex_service_setup_leaf,service_cloud_leaf,support_admins_intro_leaf,console_lex_service_setup_leaf,console_lex_update_service_setup_assistant_leaf,,,,,,Service Cloud,Set Up Service Cloud Basics,Service Setup Assistant,Service Setup Assistant Features,,,,,
6,2,General Settings,admin_supportsetup_leaf,/s/articleView?id=sf.admin_supportsetup.htm&language=en_US&type=5,support_admins_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,admin_supportsetup_leaf,,,,,,,Service Cloud,Set Up Service Cloud Basics,General Settings,,,,,,
7,3,Customize Support Settings,customize_supportrules_leaf,/s/articleView?id=sf.customize_supportrules.htm&language=en_US&type=5,admin_supportsetup_leaf,service_cloud_leaf,support_admins_intro_leaf,admin_supportsetup_leaf,customize_supportrules_leaf,,,,,,Service Cloud,Set Up Service Cloud Basics,General Settings,Customize Support Settings,,,,,
8,3,Set Business Hours,customize_supporthours_leaf,/s/articleView?id=sf.customize_supporthours.htm&language=en_US&type=5,admin_supportsetup_leaf,service_cloud_leaf,support_admins_intro_leaf,admin_supportsetup_leaf,customize_supporthours_leaf,,,,,,Service Cloud,Set Up Service Cloud Basics,General Settings,Set Business Hours,,,,,
9,4,Guidelines for Setting Business Hours,customize_supporthours_guidelines_leaf,/s/articleView?id=sf.customize_supporthours_guidelines.htm&language=en_US&type=5,customize_supporthours_leaf,service_cloud_leaf,support_admins_intro_leaf,admin_supportsetup_leaf,customize_supporthours_leaf,customize_supporthours_guidelines_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,General Settings,Set Business Hours,Guidelines for Setting Business Hours,,,,
11,3,Set Up Support Holidays,customizesupport_holidays_leaf,/s/articleView?id=sf.customizesupport_holidays.htm&language=en_US&type=5,admin_supportsetup_leaf,service_cloud_leaf,support_admins_intro_leaf,admin_supportsetup_leaf,customizesupport_holidays_leaf,,,,,,Service Cloud,Set Up Service Cloud Basics,General Settings,Set Up Support Holidays,,,,,
12,4,Guidelines for Creating Support Holidays,customizesupport_holidays_guidelines_leaf,/s/articleView?id=sf.customizesupport_holidays_guidelines.htm&language=en_US&type=5,customizesupport_holidays_leaf,service_cloud_leaf,support_admins_intro_leaf,admin_supportsetup_leaf,customizesupport_holidays_leaf,customizesupport_holidays_guidelines_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,General Settings,Set Up Support Holidays,Guidelines for Creating Support Holidays,,,,
21,2,Cases,cases_intro_leaf,/s/articleView?id=sf.cases_intro.htm&language=en_US&type=5,support_admins_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,,,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,,,,,,
22,3,What’s a Case?,cases_def_leaf,/s/articleView?id=sf.cases_def.htm&language=en_US&type=5,cases_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_def_leaf,,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,What’s a Case?,,,,,
23,3,Case Teams,caseteam_setup_leaf,/s/articleView?id=sf.caseteam_setup.htm&language=en_US&type=5,cases_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,caseteam_setup_leaf,,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Case Teams,,,,,
24,4,What’s a Case Team?,caseteam_def_leaf,/s/articleView?id=sf.caseteam_def.htm&language=en_US&type=5,caseteam_setup_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,caseteam_setup_leaf,caseteam_def_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Case Teams,What’s a Case Team?,,,,
25,4,Create Case Team Roles,caseteam_roles_leaf,/s/articleView?id=sf.caseteam_roles.htm&language=en_US&type=5,caseteam_setup_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,caseteam_setup_leaf,caseteam_roles_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Case Teams,Create Case Team Roles,,,,
26,4,Predefine Case Teams,caseteam_predefine_team_leaf,/s/articleView?id=sf.caseteam_predefine_team.htm&language=en_US&type=5,caseteam_setup_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,caseteam_setup_leaf,caseteam_predefine_team_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Case Teams,Predefine Case Teams,,,,
27,4,Set Up Email Alerts for Case Teams,caseteam_setup_email_alerts_leaf,/s/articleView?id=sf.caseteam_setup_email_alerts.htm&language=en_US&type=5,caseteam_setup_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,caseteam_setup_leaf,caseteam_setup_email_alerts_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Case Teams,Set Up Email Alerts for Case Teams,,,,
28,4,Case Team Fields,caseteam_fields_leaf,/s/articleView?id=sf.caseteam_fields.htm&language=en_US&type=5,caseteam_setup_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,caseteam_setup_leaf,caseteam_fields_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Case Teams,Case Team Fields,,,,
34,3,Set Up Cases for Agents,cases_set_up_intro_leaf,/s/articleView?id=sf.cases_set_up_intro.htm&language=en_US&type=5,cases_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,,,,,
35,4,In Salesforce Classic,case_interaction_setting_up_leaf,/s/articleView?id=sf.case_interaction_setting_up.htm&language=en_US&type=5,cases_set_up_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,,,,
36,5,Case Feed Upgrade Process,case_interaction_upgrading_cases_leaf,/s/articleView?id=sf.case_interaction_upgrading_cases.htm&language=en_US&type=5,case_interaction_setting_up_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_upgrading_cases_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Case Feed Upgrade Process,,,
37,5,Enable Case Feed,case_interaction_enabling_leaf,/s/articleView?id=sf.case_interaction_enabling.htm&language=en_US&type=5,case_interaction_setting_up_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_enabling_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Enable Case Feed,,,
38,6,Create Permission Sets,case_interaction_permission_set_leaf,/s/articleView?id=sf.case_interaction_permission_set.htm&language=en_US&type=5,case_interaction_enabling_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_enabling_leaf,case_interaction_permission_set_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Enable Case Feed,Create Permission Sets,,
39,6,Assign Permission Set,case_interaction_assigning_users_leaf,/s/articleView?id=sf.case_interaction_assigning_users.htm&language=en_US&type=5,case_interaction_enabling_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_enabling_leaf,case_interaction_assigning_users_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Enable Case Feed,Assign Permission Set,,
40,6,Assign Custom Profile,case_interaction_custom_profiles_leaf,/s/articleView?id=sf.case_interaction_custom_profiles.htm&language=en_US&type=5,case_interaction_enabling_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_enabling_leaf,case_interaction_custom_profiles_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Enable Case Feed,Assign Custom Profile,,
44,5,Configure the Case Feed Page Layout,case_interaction_page_layouts_leaf,/s/articleView?id=sf.case_interaction_page_layouts.htm&language=en_US&type=5,case_interaction_setting_up_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,,,
45,6,Convert Page Layouts,case_interaction_convert_case_feed_user_layouts_leaf,/s/articleView?id=sf.case_interaction_convert_case_feed_user_layouts.htm&language=en_US&type=5,case_interaction_page_layouts_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,case_interaction_convert_case_feed_user_layouts_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,Convert Page Layouts,,
46,6,Customize the Highlights Panel,case_interaction_editing_highlight_panel_leaf,/s/articleView?id=sf.case_interaction_editing_highlight_panel.htm&language=en_US&type=5,case_interaction_page_layouts_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,case_interaction_editing_highlight_panel_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,Customize the Highlights Panel,,
47,6,Configure the Case Feed Publisher,case_interaction_using_ple_leaf,/s/articleView?id=sf.case_interaction_using_ple.htm&language=en_US&type=5,case_interaction_page_layouts_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,case_interaction_using_ple_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,Configure the Case Feed Publisher,,
48,6,Case Feed View Layouts,case_interaction_creating_feed_layouts_leaf,/s/articleView?id=sf.case_interaction_creating_feed_layouts.htm&language=en_US&type=5,case_interaction_page_layouts_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,case_interaction_creating_feed_layouts_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,Case Feed View Layouts,,
49,7,Feed View Settings,case_interaction_settings_leaf,/s/articleView?id=sf.case_interaction_settings.htm&language=en_US&type=5,case_interaction_creating_feed_layouts_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,case_interaction_creating_feed_layouts_leaf,case_interaction_settings_leaf,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,Case Feed View Layouts,Feed View Settings,
50,7,Add the Attachment Component,case_interaction_attachment_component_leaf,/s/articleView?id=sf.case_interaction_attachment_component.htm&language=en_US&type=5,case_interaction_creating_feed_layouts_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,case_interaction_creating_feed_layouts_leaf,case_interaction_attachment_component_leaf,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,Case Feed View Layouts,Add the Attachment Component,
51,7,Add Case Experts,case_interaction_case_experts_component_leaf,/s/articleView?id=sf.case_interaction_case_experts_component.htm&language=en_US&type=5,case_interaction_creating_feed_layouts_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,case_interaction_creating_feed_layouts_leaf,case_interaction_case_experts_component_leaf,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,Case Feed View Layouts,Add Case Experts,
55,6,Rename Actions and Feed Filters,case_interaction_renaming_publishers_leaf,/s/articleView?id=sf.case_interaction_renaming_publishers.htm&language=en_US&type=5,case_interaction_page_layouts_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,case_interaction_renaming_publishers_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,Rename Actions and Feed Filters,,
56,6,Customize Feed Filters,case_interaction_custom_feed_filters_leaf,/s/articleView?id=sf.case_interaction_custom_feed_filters.htm&language=en_US&type=5,case_interaction_page_layouts_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_page_layouts_leaf,case_interaction_custom_feed_filters_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Configure the Case Feed Page Layout,Customize Feed Filters,,
69,5,Add Functionality to the Case Feed,case_interaction_customize_functionality_leaf,/s/articleView?id=sf.case_interaction_customize_functionality.htm&language=en_US&type=5,case_interaction_setting_up_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,,,
70,6,Add Custom Actions,case_interaction_adding_custom_publishers_leaf,/s/articleView?id=sf.case_interaction_adding_custom_publishers.htm&language=en_US&type=5,case_interaction_customize_functionality_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,case_interaction_adding_custom_publishers_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,Add Custom Actions,,
71,6,Add Custom Components,case_interaction_custom_components_leaf,/s/articleView?id=sf.case_interaction_custom_components.htm&language=en_US&type=5,case_interaction_customize_functionality_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,case_interaction_custom_components_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,Add Custom Components,,
72,6,Add Actions as Console Components,case_interaction_quick_actions_as_console_components_leaf,/s/articleView?id=sf.case_interaction_quick_actions_as_console_components.htm&language=en_US&type=5,case_interaction_customize_functionality_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,case_interaction_quick_actions_as_console_components_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,Add Actions as Console Components,,
73,6,Email Drafts,case_interaction_enabling_email_drafts_leaf,/s/articleView?id=sf.case_interaction_enabling_email_drafts.htm&language=en_US&type=5,case_interaction_customize_functionality_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,case_interaction_enabling_email_drafts_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,Email Drafts,,
74,6,Enable Email Templates,case_interaction_default_templates_leaf,/s/articleView?id=sf.case_interaction_default_templates.htm&language=en_US&type=5,case_interaction_customize_functionality_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,case_interaction_default_templates_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,Enable Email Templates,,
75,6,Email Draft Approval Process,case_interaction_approval_processes_leaf,/s/articleView?id=sf.case_interaction_approval_processes.htm&language=en_US&type=5,case_interaction_customize_functionality_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,case_interaction_approval_processes_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,Email Draft Approval Process,,
76,6,Email Approval Send Actions,case_interaction_send_actions_leaf,/s/articleView?id=sf.case_interaction_send_actions.htm&language=en_US&type=5,case_interaction_customize_functionality_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,case_interaction_send_actions_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,Email Approval Send Actions,,
77,6,Highlight External Feed Items,case_interaction_highlight_external_feed_items_leaf,/s/articleView?id=sf.case_interaction_highlight_external_feed_items.htm&language=en_US&type=5,case_interaction_customize_functionality_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,case_interaction_highlight_external_feed_items_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,Highlight External Feed Items,,
78,6,Email Notifications for Portal Replies,case_interaction_enabling_portal_email_notifications_leaf,/s/articleView?id=sf.case_interaction_enabling_portal_email_notifications.htm&language=en_US&type=5,case_interaction_customize_functionality_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,case_interaction_setting_up_leaf,case_interaction_customize_functionality_leaf,case_interaction_enabling_portal_email_notifications_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Salesforce Classic,Add Functionality to the Case Feed,Email Notifications for Portal Replies,,
140,4,In Lightning Experience,cases_set_up_lex_leaf,/s/articleView?id=sf.cases_set_up_lex.htm&language=en_US&type=5,cases_set_up_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,,,,
141,5,Log a Call Action,cases_set_up_lex_log_call_leaf,/s/articleView?id=sf.cases_set_up_lex_log_call.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,cases_set_up_lex_log_call_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Log a Call Action,,,
142,5,Send Email Action,case_interaction_send_email_quick_action_create_leaf,/s/articleView?id=sf.case_interaction_send_email_quick_action_create.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,case_interaction_send_email_quick_action_create_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Send Email Action,,,
143,6,Apply a Default Email Template,case_interaction_send_email_quick_action_default_email_template_lex_leaf,/s/articleView?id=sf.case_interaction_send_email_quick_action_default_email_template_lex.htm&language=en_US&type=5,case_interaction_send_email_quick_action_create_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,case_interaction_send_email_quick_action_create_leaf,case_interaction_send_email_quick_action_default_email_template_lex_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Send Email Action,Apply a Default Email Template,,
144,6,Send Email Fields,case_interaction_send_email_quick_action_fields_leaf,/s/articleView?id=sf.case_interaction_send_email_quick_action_fields.htm&language=en_US&type=5,case_interaction_send_email_quick_action_create_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,case_interaction_send_email_quick_action_create_leaf,case_interaction_send_email_quick_action_fields_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Send Email Action,Send Email Fields,,
145,6,Send Email Considerations,case_interaction_send_email_quick_action_considerations_leaf,/s/articleView?id=sf.case_interaction_send_email_quick_action_considerations.htm&language=en_US&type=5,case_interaction_send_email_quick_action_create_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,case_interaction_send_email_quick_action_create_leaf,case_interaction_send_email_quick_action_considerations_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Send Email Action,Send Email Considerations,,
146,6,Draft Personalized Emails with Service Email Assistant,Draft_With_Einstein_leaf,/s/articleView?id=sf.Draft_With_Einstein.htm&language=en_US&type=5,case_interaction_send_email_quick_action_create_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,case_interaction_send_email_quick_action_create_leaf,Draft_With_Einstein_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Send Email Action,Draft Personalized Emails with Service Email Assistant,,
147,6,Understand Default Email Fields,case_interaction_send_email_default_field_values_matrix_leaf,/s/articleView?id=sf.case_interaction_send_email_default_field_values_matrix.htm&language=en_US&type=5,case_interaction_send_email_quick_action_create_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,case_interaction_send_email_quick_action_create_leaf,case_interaction_send_email_default_field_values_matrix_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Send Email Action,Understand Default Email Fields,,
153,5,Change Status Action,cases_set_up_lex_change_status_leaf,/s/articleView?id=sf.cases_set_up_lex_change_status.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,cases_set_up_lex_change_status_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Change Status Action,,,
154,5,Change Owner Action,case_interaction_update_case_owner_quick_action_leaf,/s/articleView?id=sf.case_interaction_update_case_owner_quick_action.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,case_interaction_update_case_owner_quick_action_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Change Owner Action,,,
155,5,Close Case Action,cases_set_up_lex_close_case_leaf,/s/articleView?id=sf.cases_set_up_lex_close_case.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,cases_set_up_lex_close_case_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Close Case Action,,,
156,5,Case Comment Action,cases_set_up_lex_case_comment_leaf,/s/articleView?id=sf.cases_set_up_lex_case_comment.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,cases_set_up_lex_case_comment_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Case Comment Action,,,
157,5,Add Actions to the Case Page,case_interaction_add_actions_to_page_layout_lex_leaf,/s/articleView?id=sf.case_interaction_add_actions_to_page_layout_lex.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,case_interaction_add_actions_to_page_layout_lex_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Add Actions to the Case Page,,,
158,5,Customize Case Hovers,cases_set_up_lex_hovers_leaf,/s/articleView?id=sf.cases_set_up_lex_hovers.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,cases_set_up_lex_hovers_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Customize Case Hovers,,,
159,5,Set Up Case Merge in Lightning Experience,cases_set_up_lex_case_merge_leaf,/s/articleView?id=sf.cases_set_up_lex_case_merge.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,cases_set_up_lex_case_merge_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Set Up Case Merge in Lightning Experience,,,
160,5,Set Up a Customer Feedback Survey,cases_set_up_lex_surveys_leaf,/s/articleView?id=sf.cases_set_up_lex_surveys.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,cases_set_up_lex_surveys_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Set Up a Customer Feedback Survey,,,
