index,aria-level,title,id,href,parent,l0_id,l1_id,l2_id,l3_id,l4_id,l5_id,l6_id,l7_id,l8_id,l0_title,l1_title,l2_title,l3_title,l4_title,l5_title,l6_title,l7_title,l8_title
1948,2,Service Cloud Mobile Access,scm_overview_leaf,/s/articleView?id=sf.scm_overview.htm&language=en_US&type=5,support_admins_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,scm_overview_leaf,,,,,,,Service Cloud,Set Up Service Cloud Basics,Service Cloud Mobile Access,,,,,,
1949,2,My Service Journey,msj_intro_leaf,/s/articleView?id=sf.msj_intro.htm&language=en_US&type=5,support_admins_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,msj_intro_leaf,,,,,,,Service Cloud,Set Up Service Cloud Basics,My Service Journey,,,,,,
1950,3,Edit Profile Access to My Service Journey,msj_remove_profile_access_leaf,/s/articleView?id=sf.msj_remove_profile_access.htm&language=en_US&type=5,msj_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,msj_intro_leaf,msj_remove_profile_access_leaf,,,,,,Service Cloud,Set Up Service Cloud Basics,My Service Journey,Edit Profile Access to My Service Journey,,,,,
3901,1,Design and Optimize the Agent Experience,support_productivity_leaf,/s/articleView?id=sf.support_productivity.htm&language=en_US&type=5,service_cloud_leaf,service_cloud_leaf,support_productivity_leaf,,,,,,,,Service Cloud,Design and Optimize the Agent Experience,,,,,,,
3902,2,Service Console,support_console_leaf,/s/articleView?id=sf.support_console.htm&language=en_US&type=5,support_productivity_leaf,service_cloud_leaf,support_productivity_leaf,support_console_leaf,,,,,,,Service Cloud,Design and Optimize the Agent Experience,Service Console,,,,,,
3903,2,Quick Text,quick_text_setting_up_leaf,/s/articleView?id=sf.quick_text_setting_up.htm&language=en_US&type=5,support_productivity_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,,,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,,,,,,
3904,3,Design Your Quick Text Strategy,quick_text_strategy_leaf,/s/articleView?id=sf.quick_text_strategy.htm&language=en_US&type=5,quick_text_setting_up_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,quick_text_strategy_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,Design Your Quick Text Strategy,,,,,
3905,3,Enable Quick Text,quick_text_enable_leaf,/s/articleView?id=sf.quick_text_enable.htm&language=en_US&type=5,quick_text_setting_up_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,quick_text_enable_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,Enable Quick Text,,,,,
3906,3,Create Quick Text,quick_text_create_leaf,/s/articleView?id=sf.quick_text_create.htm&language=en_US&type=5,quick_text_setting_up_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,quick_text_create_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,Create Quick Text,,,,,
3907,3,Give Users Access,quick_text_access_leaf,/s/articleView?id=sf.quick_text_access.htm&language=en_US&type=5,quick_text_setting_up_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,quick_text_access_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,Give Users Access,,,,,
3908,3,Share Quick Text,quick_text_share_leaf,/s/articleView?id=sf.quick_text_share.htm&language=en_US&type=5,quick_text_setting_up_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,quick_text_share_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,Share Quick Text,,,,,
3909,4,Share Using a Folder,quick_text_share_lex_leaf,/s/articleView?id=sf.quick_text_share_lex.htm&language=en_US&type=5,quick_text_share_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,quick_text_share_leaf,quick_text_share_lex_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,Share Quick Text,Share Using a Folder,,,,
3910,4,Share a Single Quick Text,quick_text_share_classic_leaf,/s/articleView?id=sf.quick_text_share_classic.htm&language=en_US&type=5,quick_text_share_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,quick_text_share_leaf,quick_text_share_classic_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,Share Quick Text,Share a Single Quick Text,,,,
3913,3,Insert Quick Text,quick_text_insert_leaf,/s/articleView?id=sf.quick_text_insert.htm&language=en_US&type=5,quick_text_setting_up_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,quick_text_insert_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,Insert Quick Text,,,,,
3914,3,Considerations,quick_text_considerations_leaf,/s/articleView?id=sf.quick_text_considerations.htm&language=en_US&type=5,quick_text_setting_up_leaf,service_cloud_leaf,support_productivity_leaf,quick_text_setting_up_leaf,quick_text_considerations_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Quick Text,Considerations,,,,,
3926,2,Macros,macros_def_leaf,/s/articleView?id=sf.macros_def.htm&language=en_US&type=5,support_productivity_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,,,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,,,,,,
3927,3,Prerequisites,macros_getting_started_leaf,/s/articleView?id=sf.macros_getting_started.htm&language=en_US&type=5,macros_def_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_getting_started_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Prerequisites,,,,,
3928,3,Irreversible Macros,macros_irreversible_macros_leaf,/s/articleView?id=sf.macros_irreversible_macros.htm&language=en_US&type=5,macros_def_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_irreversible_macros_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Irreversible Macros,,,,,
3929,3,Bulk Macros,macros_def_bulk_macros_leaf,/s/articleView?id=sf.macros_def_bulk_macros.htm&language=en_US&type=5,macros_def_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_def_bulk_macros_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Bulk Macros,,,,,
3930,4,Create a Bulk Macro,macros_create_bulk_leaf,/s/articleView?id=sf.macros_create_bulk.htm&language=en_US&type=5,macros_def_bulk_macros_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_def_bulk_macros_leaf,macros_create_bulk_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Bulk Macros,Create a Bulk Macro,,,,
3931,4,Tips for Creating Bulk Macros,macros_tips_for_bulk_macros_leaf,/s/articleView?id=sf.macros_tips_for_bulk_macros.htm&language=en_US&type=5,macros_def_bulk_macros_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_def_bulk_macros_leaf,macros_tips_for_bulk_macros_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Bulk Macros,Tips for Creating Bulk Macros,,,,
3932,4,Run a Bulk Macro on Multiple Records,macros_run_bulk_leaf,/s/articleView?id=sf.macros_run_bulk.htm&language=en_US&type=5,macros_def_bulk_macros_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_def_bulk_macros_leaf,macros_run_bulk_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Bulk Macros,Run a Bulk Macro on Multiple Records,,,,
3936,3,Create a Macro,macros_create_parent_leaf,/s/articleView?id=sf.macros_create_parent.htm&language=en_US&type=5,macros_def_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_create_parent_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Create a Macro,,,,,
3937,4,In Lightning Experience,macros_create_lightning_leaf,/s/articleView?id=sf.macros_create_lightning.htm&language=en_US&type=5,macros_create_parent_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_create_parent_leaf,macros_create_lightning_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Create a Macro,In Lightning Experience,,,,
3938,5,Add Logic to Macros,macros_create_lightning_add_logic_leaf,/s/articleView?id=sf.macros_create_lightning_add_logic.htm&language=en_US&type=5,macros_create_lightning_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_create_parent_leaf,macros_create_lightning_leaf,macros_create_lightning_add_logic_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Create a Macro,In Lightning Experience,Add Logic to Macros,,,
3940,4,In Salesforce Classic,macros_create_leaf,/s/articleView?id=sf.macros_create.htm&language=en_US&type=5,macros_create_parent_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_create_parent_leaf,macros_create_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Create a Macro,In Salesforce Classic,,,,
3941,5,Tips for Creating Macros,macros_tips_leaf,/s/articleView?id=sf.macros_tips.htm&language=en_US&type=5,macros_create_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_create_parent_leaf,macros_create_leaf,macros_tips_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Create a Macro,In Salesforce Classic,Tips for Creating Macros,,,
3942,5,Examples of Macros,macros_examples_leaf,/s/articleView?id=sf.macros_examples.htm&language=en_US&type=5,macros_create_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_create_parent_leaf,macros_create_leaf,macros_examples_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Create a Macro,In Salesforce Classic,Examples of Macros,,,
3943,6,Add and Replace Case Field Values,macros_add_or_replace_values_leaf,/s/articleView?id=sf.macros_add_or_replace_values.htm&language=en_US&type=5,macros_examples_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_create_parent_leaf,macros_create_leaf,macros_examples_leaf,macros_add_or_replace_values_leaf,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Create a Macro,In Salesforce Classic,Examples of Macros,Add and Replace Case Field Values,,
3944,6,Insert Quick Text in a Social Post,macros_insert_quick_text_leaf,/s/articleView?id=sf.macros_insert_quick_text.htm&language=en_US&type=5,macros_examples_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_create_parent_leaf,macros_create_leaf,macros_examples_leaf,macros_insert_quick_text_leaf,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Create a Macro,In Salesforce Classic,Examples of Macros,Insert Quick Text in a Social Post,,
3945,6,Attach a Knowledge Article to an Email,macros_attach_knowledge_articles_to_cases_leaf,/s/articleView?id=sf.macros_attach_knowledge_articles_to_cases.htm&language=en_US&type=5,macros_examples_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_create_parent_leaf,macros_create_leaf,macros_examples_leaf,macros_attach_knowledge_articles_to_cases_leaf,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Create a Macro,In Salesforce Classic,Examples of Macros,Attach a Knowledge Article to an Email,,
3977,3,Run a Macro,macros_run_leaf,/s/articleView?id=sf.macros_run.htm&language=en_US&type=5,macros_def_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_run_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Run a Macro,,,,,
3978,3,Manage Macros,macros_manage_leaf,/s/articleView?id=sf.macros_manage.htm&language=en_US&type=5,macros_def_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_manage_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Manage Macros,,,,,
3979,4,Clone Macros,macros_clone_leaf,/s/articleView?id=sf.macros_clone.htm&language=en_US&type=5,macros_manage_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_manage_leaf,macros_clone_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Manage Macros,Clone Macros,,,,
3980,4,Share Macros,macros_sharing_leaf,/s/articleView?id=sf.macros_sharing.htm&language=en_US&type=5,macros_manage_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_manage_leaf,macros_sharing_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Manage Macros,Share Macros,,,,
3981,5,Share Using a Folder,macros_sharing_lex_leaf,/s/articleView?id=sf.macros_sharing_lex.htm&language=en_US&type=5,macros_sharing_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_manage_leaf,macros_sharing_leaf,macros_sharing_lex_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Manage Macros,Share Macros,Share Using a Folder,,,
3982,5,Share a Single Macro,macros_sharing_classic_leaf,/s/articleView?id=sf.macros_sharing_classic.htm&language=en_US&type=5,macros_sharing_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_manage_leaf,macros_sharing_leaf,macros_sharing_classic_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Manage Macros,Share Macros,Share a Single Macro,,,
3985,4,Search All Text Fields in Macros,macros_search_leaf,/s/articleView?id=sf.macros_search.htm&language=en_US&type=5,macros_manage_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_manage_leaf,macros_search_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Manage Macros,Search All Text Fields in Macros,,,,
3993,3,Things to Know About Macros,macros_considerations_parent_leaf,/s/articleView?id=sf.macros_considerations_parent.htm&language=en_US&type=5,macros_def_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_considerations_parent_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Things to Know About Macros,,,,,
3994,4,Lightning Experience Considerations,macros_considerations_lex_leaf,/s/articleView?id=sf.macros_considerations_lex.htm&language=en_US&type=5,macros_considerations_parent_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_considerations_parent_leaf,macros_considerations_lex_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Things to Know About Macros,Lightning Experience Considerations,,,,
3995,4,Supported Publishers and Actions,macros_supported_actions_leaf,/s/articleView?id=sf.macros_supported_actions.htm&language=en_US&type=5,macros_considerations_parent_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_considerations_parent_leaf,macros_supported_actions_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Things to Know About Macros,Supported Publishers and Actions,,,,
3996,5,Email Publisher Actions,macros_supported_email_publisher_actions_leaf,/s/articleView?id=sf.macros_supported_email_publisher_actions.htm&language=en_US&type=5,macros_supported_actions_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_considerations_parent_leaf,macros_supported_actions_leaf,macros_supported_email_publisher_actions_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Things to Know About Macros,Supported Publishers and Actions,Email Publisher Actions,,,
3997,5,Knowledge Actions,macros_supported_knowledge_actions_leaf,/s/articleView?id=sf.macros_supported_knowledge_actions.htm&language=en_US&type=5,macros_supported_actions_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_considerations_parent_leaf,macros_supported_actions_leaf,macros_supported_knowledge_actions_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Things to Know About Macros,Supported Publishers and Actions,Knowledge Actions,,,
3998,5,Custom Quick Actions,macros_supported_custom_quick_actions_leaf,/s/articleView?id=sf.macros_supported_custom_quick_actions.htm&language=en_US&type=5,macros_supported_actions_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_considerations_parent_leaf,macros_supported_actions_leaf,macros_supported_custom_quick_actions_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Things to Know About Macros,Supported Publishers and Actions,Custom Quick Actions,,,
3999,5,Experience Cloud Site Publisher Actions,macros_supported_community_publisher_actions_leaf,/s/articleView?id=sf.macros_supported_community_publisher_actions.htm&language=en_US&type=5,macros_supported_actions_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_considerations_parent_leaf,macros_supported_actions_leaf,macros_supported_community_publisher_actions_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Things to Know About Macros,Supported Publishers and Actions,Experience Cloud Site Publisher Actions,,,
4000,5,Social Actions,macros_supported_social_actions_leaf,/s/articleView?id=sf.macros_supported_social_actions.htm&language=en_US&type=5,macros_supported_actions_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_considerations_parent_leaf,macros_supported_actions_leaf,macros_supported_social_actions_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Things to Know About Macros,Supported Publishers and Actions,Social Actions,,,
4018,3,Keyboard Shortcuts,macros_shortcuts_leaf,/s/articleView?id=sf.macros_shortcuts.htm&language=en_US&type=5,macros_def_leaf,service_cloud_leaf,support_productivity_leaf,macros_def_leaf,macros_shortcuts_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Macros,Keyboard Shortcuts,,,,,
4111,2,Individual-Object Linking,support_individual_object_linking_intro_leaf,/s/articleView?id=sf.support_individual_object_linking_intro.htm&language=en_US&type=5,support_productivity_leaf,service_cloud_leaf,support_productivity_leaf,support_individual_object_linking_intro_leaf,,,,,,,Service Cloud,Design and Optimize the Agent Experience,Individual-Object Linking,,,,,,
4112,3,Create a Flow to Link Voice Callers to Records,channel_object_linking_flow_template_leaf,/s/articleView?id=sf.channel_object_linking_flow_template.htm&language=en_US&type=5,support_individual_object_linking_intro_leaf,service_cloud_leaf,support_productivity_leaf,support_individual_object_linking_intro_leaf,channel_object_linking_flow_template_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Individual-Object Linking,Create a Flow to Link Voice Callers to Records,,,,,
4113,3,Create a Flow to Link Contacts to Cases,case_object_linking_flow_template_leaf,/s/articleView?id=sf.case_object_linking_flow_template.htm&language=en_US&type=5,support_individual_object_linking_intro_leaf,service_cloud_leaf,support_productivity_leaf,support_individual_object_linking_intro_leaf,case_object_linking_flow_template_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Individual-Object Linking,Create a Flow to Link Contacts to Cases,,,,,
4114,3,Create a Flow to Link Individuals to Messaging Sessions,messaging_object_linking_flow_template_leaf,/s/articleView?id=sf.messaging_object_linking_flow_template.htm&language=en_US&type=5,support_individual_object_linking_intro_leaf,service_cloud_leaf,support_productivity_leaf,support_individual_object_linking_intro_leaf,messaging_object_linking_flow_template_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Individual-Object Linking,Create a Flow to Link Individuals to Messaging Sessions,,,,,
4115,3,Channel-Object Linking (Beta),channel_object_linking_parent_leaf,/s/articleView?id=sf.channel_object_linking_parent.htm&language=en_US&type=5,support_individual_object_linking_intro_leaf,service_cloud_leaf,support_productivity_leaf,support_individual_object_linking_intro_leaf,channel_object_linking_parent_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Individual-Object Linking,Channel-Object Linking (Beta),,,,,
4116,4,Create Channel-Object Linking Rules with a Guided Setup Flow (Beta),channel_object_linking_setup_flow_leaf,/s/articleView?id=sf.channel_object_linking_setup_flow.htm&language=en_US&type=5,channel_object_linking_parent_leaf,service_cloud_leaf,support_productivity_leaf,support_individual_object_linking_intro_leaf,channel_object_linking_parent_leaf,channel_object_linking_setup_flow_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Individual-Object Linking,Channel-Object Linking (Beta),Create Channel-Object Linking Rules with a Guided Setup Flow (Beta),,,,
4117,4,Add Channel-Object Linking Rules for Voice Calls (Beta),channel_object_linking_phone_leaf,/s/articleView?id=sf.channel_object_linking_phone.htm&language=en_US&type=5,channel_object_linking_parent_leaf,service_cloud_leaf,support_productivity_leaf,support_individual_object_linking_intro_leaf,channel_object_linking_parent_leaf,channel_object_linking_phone_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Individual-Object Linking,Channel-Object Linking (Beta),Add Channel-Object Linking Rules for Voice Calls (Beta),,,,
4118,4,Agent Experience for Channel-Object Linking (Beta),channel_object_linking_agent_experience_leaf,/s/articleView?id=sf.channel_object_linking_agent_experience.htm&language=en_US&type=5,channel_object_linking_parent_leaf,service_cloud_leaf,support_productivity_leaf,support_individual_object_linking_intro_leaf,channel_object_linking_parent_leaf,channel_object_linking_agent_experience_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Individual-Object Linking,Channel-Object Linking (Beta),Agent Experience for Channel-Object Linking (Beta),,,,
4132,2,Industries Service Innovations for Service Cloud,ise_service_innovations_from_industries_leaf,/s/articleView?id=sf.ise_service_innovations_from_industries.htm&language=en_US&type=5,support_productivity_leaf,service_cloud_leaf,support_productivity_leaf,ise_service_innovations_from_industries_leaf,,,,,,,Service Cloud,Design and Optimize the Agent Experience,Industries Service Innovations for Service Cloud,,,,,,
4133,2,Conversation Intelligence,voice_conversation_intelligence_leaf,/s/articleView?id=sf.voice_conversation_intelligence.htm&language=en_US&type=5,support_productivity_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,,,,,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,,,,,,
4134,3,Automatically Trigger an Action Based on Detected Keywords,voice_trigger_action_with_keywords_leaf,/s/articleView?id=sf.voice_trigger_action_with_keywords.htm&language=en_US&type=5,voice_conversation_intelligence_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_trigger_action_with_keywords_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Automatically Trigger an Action Based on Detected Keywords,,,,,
4135,3,Taking Action Based on Intelligence Signals,voice_intelligence_take_action_on_signals_leaf,/s/articleView?id=sf.voice_intelligence_take_action_on_signals.htm&language=en_US&type=5,voice_conversation_intelligence_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,,,,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,,,,,
4136,4,Prepare Your Telephony System for Conversation Intelligence,voice_intelligence_prep_telephony_system_leaf,/s/articleView?id=sf.voice_intelligence_prep_telephony_system.htm&language=en_US&type=5,voice_intelligence_take_action_on_signals_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,voice_intelligence_prep_telephony_system_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,Prepare Your Telephony System for Conversation Intelligence,,,,
4137,5,Prepare Conversation Intelligence for Amazon Connect Intelligence Signals,voice_intelligence_prep_amazon_connect_leaf,/s/articleView?id=sf.voice_intelligence_prep_amazon_connect.htm&language=en_US&type=5,voice_intelligence_prep_telephony_system_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,voice_intelligence_prep_telephony_system_leaf,voice_intelligence_prep_amazon_connect_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,Prepare Your Telephony System for Conversation Intelligence,Prepare Conversation Intelligence for Amazon Connect Intelligence Signals,,,
4138,6,Verify That Contact Lens Is Enabled,voice_intelligence_contact_lens_verification_leaf,/s/articleView?id=sf.voice_intelligence_contact_lens_verification.htm&language=en_US&type=5,voice_intelligence_prep_amazon_connect_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,voice_intelligence_prep_telephony_system_leaf,voice_intelligence_prep_amazon_connect_leaf,voice_intelligence_contact_lens_verification_leaf,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,Prepare Your Telephony System for Conversation Intelligence,Prepare Conversation Intelligence for Amazon Connect Intelligence Signals,Verify That Contact Lens Is Enabled,,
4139,6,Verify That Contact Lens Speech Analytics Is Enabled,voice_intelligence_speech_analytics_enable_leaf,/s/articleView?id=sf.voice_intelligence_speech_analytics_enable.htm&language=en_US&type=5,voice_intelligence_prep_amazon_connect_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,voice_intelligence_prep_telephony_system_leaf,voice_intelligence_prep_amazon_connect_leaf,voice_intelligence_speech_analytics_enable_leaf,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,Prepare Your Telephony System for Conversation Intelligence,Prepare Conversation Intelligence for Amazon Connect Intelligence Signals,Verify That Contact Lens Speech Analytics Is Enabled,,
4140,6,Update Your Contact Center,voice_intelligence_contact_center_update_leaf,/s/articleView?id=sf.voice_intelligence_contact_center_update.htm&language=en_US&type=5,voice_intelligence_prep_amazon_connect_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,voice_intelligence_prep_telephony_system_leaf,voice_intelligence_prep_amazon_connect_leaf,voice_intelligence_contact_center_update_leaf,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,Prepare Your Telephony System for Conversation Intelligence,Prepare Conversation Intelligence for Amazon Connect Intelligence Signals,Update Your Contact Center,,
4141,6,Create a Rule in Amazon Connect That Identifies Intelligence Signals,voice_intelligence_amazon_rule_create_leaf,/s/articleView?id=sf.voice_intelligence_amazon_rule_create.htm&language=en_US&type=5,voice_intelligence_prep_amazon_connect_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,voice_intelligence_prep_telephony_system_leaf,voice_intelligence_prep_amazon_connect_leaf,voice_intelligence_amazon_rule_create_leaf,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,Prepare Your Telephony System for Conversation Intelligence,Prepare Conversation Intelligence for Amazon Connect Intelligence Signals,Create a Rule in Amazon Connect That Identifies Intelligence Signals,,
4142,6,Enable Conversation Intelligence in Amazon Connect to Process the Rules,voice_intelligence_amazon_intelligence_enable_leaf,/s/articleView?id=sf.voice_intelligence_amazon_intelligence_enable.htm&language=en_US&type=5,voice_intelligence_prep_amazon_connect_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,voice_intelligence_prep_telephony_system_leaf,voice_intelligence_prep_amazon_connect_leaf,voice_intelligence_amazon_intelligence_enable_leaf,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,Prepare Your Telephony System for Conversation Intelligence,Prepare Conversation Intelligence for Amazon Connect Intelligence Signals,Enable Conversation Intelligence in Amazon Connect to Process the Rules,,
4148,5,Prepare Conversation Intelligence for Partner System Intelligence Signals,voice_intelligence_prep_partner_telephony_leaf,/s/articleView?id=sf.voice_intelligence_prep_partner_telephony.htm&language=en_US&type=5,voice_intelligence_prep_telephony_system_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,voice_intelligence_prep_telephony_system_leaf,voice_intelligence_prep_partner_telephony_leaf,,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,Prepare Your Telephony System for Conversation Intelligence,Prepare Conversation Intelligence for Partner System Intelligence Signals,,,
4161,4,Automatically Trigger an Action Based on a Conversation Intelligence Signal,voice_intelligence_rule_create_leaf,/s/articleView?id=sf.voice_intelligence_rule_create.htm&language=en_US&type=5,voice_intelligence_take_action_on_signals_leaf,service_cloud_leaf,support_productivity_leaf,voice_conversation_intelligence_leaf,voice_intelligence_take_action_on_signals_leaf,voice_intelligence_rule_create_leaf,,,,,Service Cloud,Design and Optimize the Agent Experience,Conversation Intelligence,Taking Action Based on Intelligence Signals,Automatically Trigger an Action Based on a Conversation Intelligence Signal,,,,
